statenum,casenum,vnumber,pnumber,city,heavytruck,numfatal,body,cargo,gvwrating,mcinnnum,regstate,vin,make,model,modelyr,contribcirc
,,,,,,,,,,,,,,,,
1,369,1,1,3320,0,1,21,0,0,0,36,1FBSS31L1WHA,12,461,1998,1
1,369,1,2,3320,0,1,21,0,0,0,36,1FBSS31L1WHA,12,461,1998,1
1,369,1,3,3320,0,1,21,0,0,0,36,1FBSS31L1WHA,12,461,1998,1
1,369,1,4,3320,0,1,21,0,0,0,36,1FBSS31L1WHA,12,461,1998,1
1,369,1,5,3320,0,1,21,0,0,0,36,1FBSS31L1WHA,12,461,1998,1
1,369,1,6,3320,0,1,21,0,0,0,36,1FBSS31L1WHA,12,461,1998,1
1,369,1,7,3320,0,1,21,0,0,0,36,1FBSS31L1WHA,12,461,1998,1
1,369,1,8,3320,0,1,21,0,0,0,36,1FBSS31L1WHA,12,461,1998,1
1,369,1,9,3320,0,1,21,0,0,0,36,1FBSS31L1WHA,12,461,1998,1
1,369,1,10,3320,0,1,21,0,0,0,36,1FBSS31L1WHA,12,461,1998,1
1,369,1,11,3320,0,1,21,0,0,0,36,1FBSS31L1WHA,12,461,1998,1
1,369,1,12,3320,0,1,21,0,0,0,36,1FBSS31L1WHA,12,461,1998,1
4,84,1,1,0,0,1,4,0,0,0,36,1G1ZS52F55F3,20,37,2005,0
9,39,3,1,710,0,2,14,0,0,0,36,5J6RE48379L0,37,402,2009,0
9,62,1,1,430,0,1,6,0,0,0,36,JN8AS58V89W1,35,51,2009,0
9,62,1,2,430,0,1,6,0,0,0,36,JN8AS58V89W1,35,51,2009,0
9,62,1,3,430,0,1,6,0,0,0,36,JN8AS58V89W1,35,51,2009,0
9,80,1,1,224,0,1,20,0,0,0,36,4N2XN11T1YD8,35,443,2000,0
9,88,1,1,700,0,1,4,0,0,0,36,JT8UF11E2N01,59,32,1992,0
9,97,1,1,268,0,1,4,0,0,0,36,YV1TS94D3111,51,45,2001,0
9,97,1,2,268,0,1,4,0,0,0,36,YV1TS94D3111,51,45,2001,0
9,98,1,1,170,0,1,4,0,0,0,36,YV1AR9926910,51,45,2009,0
9,165,1,1,555,0,1,80,0,0,0,36,JS1GR7KA3621,53,706,2006,0
9,167,1,1,502,0,1,4,0,0,0,36,KMHDN45D41U0,55,35,2001,0
9,169,1,1,425,0,1,15,0,0,0,36,5N3AA08C28N9,58,421,2008,0
9,225,1,1,235,0,1,4,0,0,0,36,1G6DS57V9901,19,18,2009,0
9,225,1,2,235,0,1,4,0,0,0,36,1G6DS57V9901,19,18,2009,0
