statenum,casenum,vnumber,pnumber,city,heavytruck,body,cargo,gvwrating,mcinnnum,regstate,vconfig,vin,make,model,modelyr,feet,contribcirc
36,274,1,1,4330,0,2,0,0,0,36,0,1G1AK15FX772,20,22,2007,5,0
36,275,1,1,1100,0,3,0,0,0,36,0,JT2MA71N3L01,49,34,1990,6,0
36,275,1,2,1100,0,3,0,0,0,36,0,JT2MA71N3L01,49,34,1990,6,0
36,275,1,3,1100,0,3,0,0,0,36,0,JT2MA71N3L01,49,34,1990,6,0
36,275,2,1,1100,0,20,0,0,0,36,0,1GNDV23117D1,20,444,2007,5,0
36,276,1,1,4730,0,15,0,0,0,36,0,1C4RDJAG3EC9,7,422,2014,5,0
36,276,2,1,4730,0,14,0,0,0,36,0,KNDJF7230672,63,401,2006,5,0
36,277,1,1,3567,0,91,0,0,0,36,0,2BPSBB9B99V0,98,998,2009,5,0
36,278,1,1,705,0,4,0,0,0,36,0,WBANF73596CG,34,35,2006,5,0
36,279,1,1,6740,1,14,0,0,0,36,0,1J4FA39S94P7,2,403,2004,5,0
36,279,2,1,6740,1,66,4,3,2023655,36,6,1M1AN07Y6CM0,86,881,2012,5,0
36,280,1,1,1930,0,4,0,0,0,36,0,1G1JC6SH3C42,20,28,2012,6,0
36,281,1,1,1087,0,20,0,0,0,36,0,2C4RC1BGXFR5,6,441,2015,5,0
36,281,1,2,1087,0,20,0,0,0,36,0,2C4RC1BGXFR5,6,441,2015,5,0
36,281,1,3,1087,0,20,0,0,0,36,0,2C4RC1BGXFR5,6,441,2015,5,0
36,281,1,4,1087,0,20,0,0,0,36,0,2C4RC1BGXFR5,6,441,2015,5,0
36,281,1,5,1087,0,20,0,0,0,36,0,2C4RC1BGXFR5,6,441,2015,5,0
36,281,2,1,1087,0,1,0,0,0,36,0,WP0CA2989VS6,45,40,1997,5,0
36,282,1,1,6050,0,90,0,0,0,36,0,4UF07ATVX7T2,98,739,2007,5,0
36,283,1,1,6277,1,63,7,3,1451744,36,2,4V4LC9KK06N4,51,881,2006,5,0
36,283,2,1,6277,1,30,0,0,0,36,0,1N6ED26Y64C4,35,472,2004,6,0
36,284,1,1,2920,0,4,0,0,0,36,0,1Y1SK528XYZ4,20,32,2000,5,0
36,284,2,1,2920,0,20,0,0,0,36,0,1GBDM19W4WB1,20,441,1998,5,0
36,284,3,1,2920,0,14,0,0,0,36,0,1J4PR5GK4AC1,2,404,2010,5,0
36,285,1,1,4170,0,30,0,0,0,36,0,5TFTX4GN8EX0,49,472,2014,5,0
36,287,1,1,2600,0,22,0,0,0,36,0,1FDWE3FS9ADA,12,461,2010,6,0
36,287,1,2,2600,0,22,0,0,0,36,0,1FDWE3FS9ADA,12,461,2010,6,0
36,287,1,3,2600,0,22,0,0,0,36,0,1FDWE3FS9ADA,12,461,2010,6,0
36,288,1,1,1899,0,31,0,0,0,36,0,3B7HF13Z6VG7,7,482,1997,5,0
36,289,1,1,4170,0,4,0,0,0,36,0,4T1BF1FK1FU0,49,40,2015,5,0
36,289,1,2,4170,0,4,0,0,0,36,0,4T1BF1FK1FU0,49,40,2015,5,0
36,290,1,1,2000,0,31,0,0,0,36,0,1FTFW1R60EFA,12,481,2014,5,0
36,291,1,1,4600,0,80,0,0,0,36,0,JKBZXJE16FA0,73,705,2015,5,0
36,291,2,1,4600,0,4,0,0,0,36,0,1G3HN52K1S48,21,2,1995,5,0
36,292,1,1,3650,0,14,0,0,0,36,0,1J8GN28K68W2,2,405,2008,5,0
36,292,2,1,3650,0,4,0,0,0,36,0,19UUA66234A0,54,35,2004,5,0
36,293,1,1,4580,0,80,0,0,0,36,0,JYA2GV009HA0,76,709,1987,5,0
36,293,1,2,4580,0,80,0,0,0,36,0,JYA2GV009HA0,76,709,1987,5,0
36,294,1,1,2940,0,14,0,0,0,36,0,JHLRD77423C0,37,402,2003,5,9
36,295,1,1,4170,0,4,0,0,0,36,0,2T1BR32E95C3,49,32,2005,5,0
36,295,1,2,4170,0,4,0,0,0,36,0,2T1BR32E95C3,49,32,2005,5,0
36,296,1,1,1116,0,80,0,0,0,36,0,JH2RC50049K5,37,705,2009,5,0
36,296,2,1,1116,0,93,98,9,888888888,36,99,1E+12,99,998,2015,5,0
36,297,1,1,705,0,31,0,0,0,36,0,1D7HU18208S5,7,482,2008,5,0
36,298,1,1,4170,0,4,0,0,0,36,0,1N4AL11EX4C1,35,47,2004,5,0
36,298,1,2,4170,0,4,0,0,0,36,0,1N4AL11EX4C1,35,47,2004,5,0
36,299,1,1,4729,0,31,0,0,0,36,0,1FTFW1ET3BFD,12,481,2011,5,0
36,300,1,1,40,0,4,0,0,0,36,0,1G1JF52F3473,20,16,2004,5,0
36,300,2,1,40,0,31,0,0,0,36,0,2GCEK19T1Y13,20,481,2000,6,0
36,300,2,2,40,0,31,0,0,0,36,0,2GCEK19T1Y13,20,481,2000,6,0
36,300,2,3,40,0,31,0,0,0,36,0,2GCEK19T1Y13,20,481,2000,6,0
36,301,1,1,4885,0,4,0,0,0,36,0,JN1CA31D8YT5,35,39,2000,5,0
36,302,1,1,2248,0,80,0,0,0,36,0,JS1GN7CA5521,53,705,2005,5,0
36,302,2,1,2248,0,4,0,0,0,36,0,2HGFC2F54GH5,37,31,2016,5,0
36,302,3,1,2248,0,14,0,0,0,36,0,1GNDT13SX822,20,403,2008,5,0
36,303,1,1,5580,0,14,0,0,0,36,0,KNDJE7233875,63,401,2008,5,0
36,304,1,1,1290,0,4,0,0,0,36,0,4S3BE6350172,48,34,2001,5,0
36,304,1,2,1290,0,4,0,0,0,36,0,4S3BE6350172,48,34,2001,5,0
36,304,2,1,1290,0,4,0,0,0,36,0,1HGCR2F36EA1,37,32,2014,4,0
36,304,2,2,1290,0,4,0,0,0,36,0,1HGCR2F36EA1,37,32,2014,4,0
36,305,1,1,1700,0,14,0,0,0,36,0,1FMZU62EX2UB,12,401,2002,9,0
36,306,1,1,50,0,2,0,0,0,36,0,1HGCB715XNA0,37,32,1992,5,0
36,306,1,2,50,0,2,0,0,0,36,0,1HGCB715XNA0,37,32,1992,5,0
36,307,1,1,1640,0,31,0,0,0,36,0,1FTMF1CW6AKC,12,481,2010,5,0
36,307,1,2,1640,0,31,0,0,0,36,0,1FTMF1CW6AKC,12,481,2010,5,0
36,307,2,1,1640,0,31,0,0,0,36,0,1FTEW1EG2FFB,12,481,2015,6,0
36,308,1,1,2920,0,4,0,0,0,36,0,2C3KA53G97H7,6,51,2007,5,0
36,309,1,1,4130,0,4,0,0,0,36,0,KMHDH4AE5FU2,55,35,2015,6,0
36,310,1,1,6010,0,14,0,0,0,36,0,JM3KE4DY2G07,41,403,2016,6,0
36,310,1,2,6010,0,14,0,0,0,36,0,JM3KE4DY2G07,41,403,2016,6,0
36,311,1,1,4500,0,4,0,0,0,36,0,1G3WH52M2VF3,21,20,1997,5,0
36,311,2,1,4500,0,4,0,0,0,36,0,1YVHZ8BH9B5M,41,50,2011,5,0
36,312,1,1,4500,1,4,0,0,0,36,0,1N4AA5AP8AC8,35,47,2010,5,0
36,312,1,2,4500,1,4,0,0,0,36,0,1N4AA5AP8AC8,35,47,2010,5,0
36,313,1,1,6270,0,4,0,0,0,36,0,1G2ZF58B0742,22,22,2007,5,0
36,313,1,2,6270,0,4,0,0,0,36,0,1G2ZF58B0742,22,22,2007,5,0
36,313,1,3,6270,0,4,0,0,0,36,0,1G2ZF58B0742,22,22,2007,5,0
36,313,2,1,6270,0,14,0,0,0,36,0,JTMBF4DV2A50,49,402,2010,6,0
36,313,2,2,6270,0,14,0,0,0,36,0,JTMBF4DV2A50,49,402,2010,6,0
36,313,2,3,6270,0,14,0,0,0,36,0,JTMBF4DV2A50,49,402,2010,6,0
36,314,1,1,705,0,14,0,0,0,36,0,JTEBU14R4300,49,401,2003,9,0
36,314,2,1,705,0,2,0,0,0,36,0,1G1JC1241X73,20,16,1999,5,0
36,314,2,2,705,0,2,0,0,0,36,0,1G1JC1241X73,20,16,1999,5,0
36,315,1,1,3140,0,80,0,0,0,36,0,JKAVNDA193B5,73,706,2003,5,0
36,315,1,2,3140,0,80,0,0,0,36,0,JKAVNDA193B5,73,706,2003,5,0
36,316,1,1,2710,0,80,0,0,0,36,0,1E+12,73,709,2002,6,0
36,317,1,1,2898,0,4,0,0,0,36,0,1FAFP53245A1,12,17,2005,5,0
36,317,2,1,2898,0,4,0,0,0,36,0,1FADP3F20GL3,12,37,2016,5,0
36,317,2,2,2898,0,4,0,0,0,36,0,1FADP3F20GL3,12,37,2016,5,0
36,317,2,3,2898,0,4,0,0,0,36,0,1FADP3F20GL3,12,37,2016,5,0
36,317,2,4,2898,0,4,0,0,0,36,0,1FADP3F20GL3,12,37,2016,5,0
36,317,2,5,2898,0,4,0,0,0,36,0,1FADP3F20GL3,12,37,2016,5,0
36,318,1,1,4170,0,20,0,0,0,36,0,5TDBA22C34S0,49,442,2004,5,0
36,320,1,1,6710,0,4,0,0,0,36,0,2B3LK53T89H6,7,24,2009,9,0
36,322,1,1,4170,0,15,0,0,0,36,0,1GNSKJKCXFR1,20,422,2015,5,0
36,322,1,2,4170,0,15,0,0,0,36,0,1GNSKJKCXFR1,20,422,2015,5,0
36,322,1,3,4170,0,15,0,0,0,36,0,1GNSKJKCXFR1,20,422,2015,5,0
36,322,1,4,4170,0,15,0,0,0,36,0,1GNSKJKCXFR1,20,422,2015,5,0
36,322,1,5,4170,0,15,0,0,0,36,0,1GNSKJKCXFR1,20,422,2015,5,0
36,323,1,1,4491,0,31,0,0,0,36,0,1GC1KVEG7FF6,20,481,2015,6,0
36,324,2,1,2920,0,14,0,0,0,36,0,2T3BF4DV0BW1,49,402,2011,5,0
36,325,1,1,360,0,90,0,0,0,36,0,JYACB09C2FA0,76,731,2015,5,0
36,326,1,1,360,0,30,0,0,0,36,0,2HJYK165X6H5,37,471,2006,5,0
36,326,1,2,360,0,30,0,0,0,36,0,2HJYK165X6H5,37,471,2006,5,0
36,327,1,1,2395,1,80,0,0,0,36,0,JS1GN7CAX521,53,705,2005,5,0
36,327,2,1,2395,1,61,1,2,999999999,36,1,1FDUF5GT9GEB,12,881,2016,5,0
36,328,1,1,360,0,2,0,0,0,36,0,1G2FS21S5JL2,22,9,1988,6,0
36,328,2,1,360,0,4,0,0,0,36,0,KMHDN46D94U7,55,35,2004,5,0
36,328,2,2,360,0,4,0,0,0,36,0,KMHDN46D94U7,55,35,2004,5,0
36,329,1,1,4170,0,80,0,0,0,36,0,1HD1BSY60YY0,72,706,2000,5,0
36,329,2,1,4170,0,14,0,0,0,36,0,KNDKG3A4XA77,63,401,2010,5,0
36,330,1,1,1290,0,14,0,0,0,36,0,KNDPB3AC5E76,63,401,2014,5,0
36,330,2,1,1290,0,80,0,0,0,36,0,JS1GR7MA7D21,53,706,2013,5,0
36,331,1,1,4170,1,66,2,3,1720283,36,2,1XP5DB9X3SN3,87,881,1995,5,0
36,331,1,2,4170,1,66,2,3,1720283,36,2,1XP5DB9X3SN3,87,881,1995,5,0
36,332,1,1,1077,0,4,0,0,0,36,0,1G2ZM1773842,22,22,2008,5,0
36,333,1,1,2569,0,31,0,0,0,36,0,1D3HU18D25J6,7,482,2005,5,0
36,333,1,2,2569,0,31,0,0,0,36,0,1D3HU18D25J6,7,482,2005,5,0
36,333,1,3,2569,0,31,0,0,0,36,0,1D3HU18D25J6,7,482,2005,5,0
36,333,1,4,2569,0,31,0,0,0,36,0,1D3HU18D25J6,7,482,2005,5,0
36,333,1,5,2569,0,31,0,0,0,36,0,1D3HU18D25J6,7,482,2005,5,0
36,334,1,1,861,0,4,0,0,0,36,0,1LNHM87A34Y6,13,12,2004,5,0
36,334,1,2,861,0,4,0,0,0,36,0,1LNHM87A34Y6,13,12,2004,5,0
36,334,1,3,861,0,4,0,0,0,36,0,1LNHM87A34Y6,13,12,2004,5,0
36,334,1,4,861,0,4,0,0,0,36,0,1LNHM87A34Y6,13,12,2004,5,0
36,335,1,1,9997,0,80,0,0,0,36,0,1HD1KKL17FB6,72,706,2015,5,0
36,336,1,1,4063,0,4,0,0,0,36,0,JN1DA31D62T2,35,47,2002,6,0
36,337,2,1,4170,0,5,0,0,0,36,0,JF1GR896X8L8,48,38,2008,5,0
36,337,2,2,4170,0,5,0,0,0,36,0,JF1GR896X8L8,48,38,2008,5,0
36,339,2,1,4170,0,2,0,0,0,36,0,3C3CFFAR0CT1,36,38,2012,5,0
36,340,1,1,5920,0,14,0,0,0,36,0,5GZCZ53456S8,24,401,2006,5,0
36,342,1,1,4170,0,14,0,0,0,36,0,1FM5K8F87GGB,12,401,2016,6,0
36,342,1,2,4170,0,14,0,0,0,36,0,1FM5K8F87GGB,12,401,2016,6,0
36,342,2,1,4170,0,20,0,0,0,36,0,4T3ZF19C31U4,49,442,2001,5,0
36,342,2,2,4170,0,20,0,0,0,36,0,4T3ZF19C31U4,49,442,2001,5,0
36,343,1,1,3850,0,4,0,0,0,36,0,3VWRF71K57M0,30,40,2007,6,0
36,343,2,1,3850,0,2,0,0,0,36,0,3C3CFFBR5CT1,36,38,2012,5,0
36,344,1,1,4170,0,15,0,0,0,36,0,1GKS2KE73DR3,23,422,2013,5,0
36,346,1,1,3329,0,4,0,0,0,36,0,2HGFB2F56CH5,37,31,2012,5,0
36,346,2,1,3329,0,4,0,0,0,36,0,4T1BE32K32U5,49,40,2002,5,0
36,349,1,1,5230,0,31,0,0,0,36,0,2GCEK1904716,20,481,2007,6,0
36,349,2,1,5230,0,4,0,0,0,36,0,KNADE2438965,63,32,2009,5,0
36,349,2,2,5230,0,4,0,0,0,36,0,KNADE2438965,63,32,2009,5,0
36,350,1,1,4170,0,4,0,0,0,36,0,2HGEJ6618YH5,37,31,2000,5,0
36,350,2,1,4170,0,21,0,0,0,36,0,1GBHG31V8612,20,461,2006,6,0
36,351,1,1,6319,0,4,0,0,0,36,0,1G4HR54K44U1,18,2,2004,5,0
36,351,1,2,6319,0,4,0,0,0,36,0,1G4HR54K44U1,18,2,2004,5,0
36,351,2,1,6319,0,31,0,0,0,36,0,1FDKF38M7MNA,12,481,1991,5,0
36,352,1,1,4170,0,4,0,0,0,36,0,WBAFR9C59DDX,34,35,2013,5,0
36,352,1,2,4170,0,4,0,0,0,36,0,WBAFR9C59DDX,34,35,2013,5,0
36,353,1,1,2484,0,4,0,0,0,36,0,1HGCR2F8XFA1,37,32,2015,5,0
36,353,2,1,2484,0,4,0,0,0,36,0,3N1BC11EX9L4,35,50,2009,5,0
36,353,2,2,2484,0,4,0,0,0,36,0,3N1BC11EX9L4,35,50,2009,5,0
36,353,3,1,2484,0,4,0,0,0,36,0,1G1AK55F7771,20,22,2007,5,0
36,354,1,1,750,0,4,0,0,0,36,0,1HGCP36819A0,37,32,2009,5,0
36,355,1,1,1260,0,4,0,0,0,36,0,4T1BK36B98U3,49,43,2008,5,0
36,356,1,1,4170,0,4,0,0,0,36,0,4T1BF1FK1GU1,49,40,2016,6,0
36,356,1,2,4170,0,4,0,0,0,36,0,4T1BF1FK1GU1,49,40,2016,6,0
36,357,1,1,4170,0,20,0,0,0,36,0,2FMDA58234BA,12,443,2004,5,0
36,358,1,1,2393,0,14,0,0,0,36,0,2T3BFREV1DW0,49,402,2013,5,0
36,358,1,2,2393,0,14,0,0,0,36,0,2T3BFREV1DW0,49,402,2013,5,0
36,358,1,3,2393,0,14,0,0,0,36,0,2T3BFREV1DW0,49,402,2013,5,0
36,359,1,1,4170,0,14,0,0,0,36,0,1C4PJMAK8CW2,2,405,2012,5,0
36,360,1,1,2810,0,21,0,0,0,36,0,1GCHG39K7SF2,20,461,1995,6,0
36,360,2,1,2810,0,80,0,0,0,36,0,1HD1JRV19GB0,72,706,2016,6,0
36,361,1,1,4170,0,4,0,0,0,36,0,3N1AB6AP9AL6,35,43,2010,6,0
36,362,1,1,4170,1,66,7,3,2633643,36,2,1M2K185C0TM0,86,882,1996,5,0
36,363,1,1,2000,0,4,0,0,0,36,0,WBA3C3C57DF9,34,34,2013,5,0
36,363,2,1,2000,0,14,0,0,0,36,0,1FMZU73E52ZC,12,401,2002,6,0
36,363,2,2,2000,0,14,0,0,0,36,0,1FMZU73E52ZC,12,401,2002,6,0
36,364,1,1,4170,0,4,0,0,0,36,0,1LNBM81F0KY6,13,1,1989,5,0
36,366,1,1,6308,0,31,0,0,0,36,0,1FTEX1EPXFFC,12,481,2015,9,0
36,367,1,1,6090,0,14,0,0,0,36,0,2T2HK31U77C0,59,403,2007,6,0
36,367,2,1,6090,0,80,0,0,0,36,0,1B9BPY8A93A3,98,709,2003,5,0
36,368,1,1,420,0,20,0,0,0,36,0,1B4GP44L8YB7,7,442,2000,5,0
36,368,1,2,420,0,20,0,0,0,36,0,1B4GP44L8YB7,7,442,2000,5,0
36,368,1,3,420,0,20,0,0,0,36,0,1B4GP44L8YB7,7,442,2000,5,0
36,369,1,1,2675,0,4,0,0,0,36,0,5NPE34AF9FH2,55,33,2015,5,0
36,370,1,1,4170,0,20,0,0,0,36,0,5TDZK23CX9S2,49,442,2009,5,0
36,370,2,1,4170,0,80,0,0,0,36,0,1HD1FF4197Y6,72,706,2007,5,0
36,371,1,1,4170,0,4,0,0,0,36,0,JTHCF1D28E50,59,35,2014,5,0
36,371,3,1,4170,0,2,0,0,0,36,0,WBSLX9C57FD1,34,36,2015,5,0
36,371,5,1,4170,0,4,0,0,0,36,0,4T1BF1FK9FU0,49,40,2015,5,0
36,371,5,2,4170,0,4,0,0,0,36,0,4T1BF1FK9FU0,49,40,2015,5,0
36,371,5,3,4170,0,4,0,0,0,36,0,4T1BF1FK9FU0,49,40,2015,5,0
36,371,6,1,4170,0,31,0,0,0,36,0,1FTFW1EF0CFA,12,481,2012,5,0
36,371,6,2,4170,0,31,0,0,0,36,0,1FTFW1EF0CFA,12,481,2012,5,0
36,371,6,3,4170,0,31,0,0,0,36,0,1FTFW1EF0CFA,12,481,2012,5,0
36,371,7,1,4170,0,1,0,0,0,36,0,1G1YY32G0151,20,4,2001,5,0
36,372,1,1,4170,0,31,0,0,0,36,0,1GKEK63U83J1,23,481,2003,5,0
36,374,1,1,5230,0,30,0,0,0,36,0,1FTZR15E53TA,12,471,2003,5,0
36,375,1,1,9997,0,80,0,0,0,36,0,GS1000511429,53,709,1978,6,0
36,376,1,1,4682,0,4,0,0,0,36,0,JHMCG6699YC0,37,32,2000,5,0
36,377,1,1,4750,0,31,0,0,0,36,0,1GCEK19C19Z2,20,481,2009,5,0
36,378,1,1,2950,0,2,0,0,0,36,0,124378N39391,20,9,1968,5,0
36,378,1,2,2950,0,2,0,0,0,36,0,124378N39391,20,9,1968,5,0
36,379,1,1,4170,0,4,0,0,0,36,0,2MEFM74W47X6,14,6,2007,5,0
36,379,1,2,4170,0,4,0,0,0,36,0,2MEFM74W47X6,14,6,2007,5,0
36,380,1,1,540,0,4,0,0,0,36,0,1G1ZT53816F2,20,37,2006,5,0
36,380,2,1,540,0,80,0,0,0,36,0,JS1GT76A1621,53,706,2006,5,0
36,381,1,1,2860,0,14,0,0,0,36,0,1FMCU9G95GUB,12,402,2016,5,0
36,381,1,2,2860,0,14,0,0,0,36,0,1FMCU9G95GUB,12,402,2016,5,0
36,381,1,3,2860,0,14,0,0,0,36,0,1FMCU9G95GUB,12,402,2016,5,0
36,381,2,1,2860,0,20,0,0,0,36,0,5FNRL5H25EB0,37,441,2014,5,0
36,381,3,1,2860,0,14,0,0,0,36,0,1FMEU7DE4AUA,12,401,2010,6,0
36,382,1,1,420,0,4,0,0,0,36,0,1NXBR32E73Z1,49,32,2003,5,0
36,383,1,1,710,0,14,0,0,0,36,0,WA1DKAFP4CA0,32,402,2012,6,0
36,383,1,2,710,0,14,0,0,0,36,0,WA1DKAFP4CA0,32,402,2012,6,0
36,384,1,1,4170,0,14,0,0,0,36,0,5N1AL0MMXDC3,58,402,2013,5,0
36,385,1,1,3064,0,4,0,0,0,36,0,5XXGM4A70FG3,63,34,2015,5,0
36,386,1,1,4600,0,14,0,0,0,36,0,1FMDU73E12UA,12,401,2002,6,0
36,386,1,2,4600,0,14,0,0,0,36,0,1FMDU73E12UA,12,401,2002,6,0
36,386,2,1,4600,0,2,0,0,0,36,0,1N4BL24E09C1,35,47,2009,5,0
36,387,1,1,2950,0,20,0,0,0,36,0,1D4GP25B15B3,7,442,2005,5,0
36,388,1,1,4170,0,15,0,0,0,36,0,WP1AA29P59LA,45,421,2009,5,0
36,388,1,2,4170,0,15,0,0,0,36,0,WP1AA29P59LA,45,421,2009,5,0
36,388,2,1,4170,0,6,0,0,0,36,0,WMWZC3C55DWP,69,54,2013,5,0
36,388,3,1,4170,0,4,0,0,0,36,0,4T1BE46K48U7,49,40,2008,5,0
36,389,2,1,4170,0,20,0,0,0,36,0,5TDBK23C97S0,49,442,2007,5,0
36,389,2,2,4170,0,20,0,0,0,36,0,5TDBK23C97S0,49,442,2007,5,0
36,389,2,3,4170,0,20,0,0,0,36,0,5TDBK23C97S0,49,442,2007,5,0
36,389,2,4,4170,0,20,0,0,0,36,0,5TDBK23C97S0,49,442,2007,5,0
36,391,1,1,5932,0,4,0,0,0,36,0,KNADE2435965,63,32,2009,9,0
36,391,1,2,5932,0,4,0,0,0,36,0,KNADE2435965,63,32,2009,9,0
36,391,1,3,5932,0,4,0,0,0,36,0,KNADE2435965,63,32,2009,9,0
36,391,2,1,5932,0,14,0,0,0,36,0,4M2CU91118KJ,14,402,2008,5,0
36,392,1,1,3430,0,73,0,0,0,36,0,1GBKP37N2N33,20,850,1992,6,15
36,392,1,2,3430,0,73,0,0,0,36,0,1GBKP37N2N33,20,850,1992,6,15
36,392,2,1,3430,0,4,0,0,0,36,0,2HGES26722H5,37,31,2002,5,0
36,392,2,2,3430,0,4,0,0,0,36,0,2HGES26722H5,37,31,2002,5,0
36,393,1,1,6260,0,80,0,0,0,36,0,1HD1FS4147Y6,72,706,2007,6,0
36,393,1,2,6260,0,80,0,0,0,36,0,1HD1FS4147Y6,72,706,2007,6,0
36,393,2,1,6260,0,31,0,0,0,36,0,1GCHK29K47E5,20,481,2007,6,0
36,394,1,1,4170,0,4,0,0,0,36,0,WBANW53538CT,34,35,2008,5,0
36,396,1,1,1880,0,14,0,0,0,36,0,YV4982CZ9A15,51,401,2010,5,0
36,396,2,1,1880,0,80,0,0,0,36,0,JKAZX4E12RB5,73,705,1994,5,0
36,397,2,1,4170,0,6,0,0,0,36,0,2LMHJ5NK2DBL,13,16,2013,5,0
36,397,2,2,4170,0,6,0,0,0,36,0,2LMHJ5NK2DBL,13,16,2013,5,0
36,397,2,3,4170,0,6,0,0,0,36,0,2LMHJ5NK2DBL,13,16,2013,5,0
36,399,1,1,60,0,20,0,0,0,36,0,2FMZA52493BA,12,442,2003,5,0
36,399,1,2,60,0,20,0,0,0,36,0,2FMZA52493BA,12,442,2003,5,0
36,399,1,3,60,0,20,0,0,0,36,0,2FMZA52493BA,12,442,2003,5,0
36,399,2,1,60,0,14,0,0,0,36,0,2GNALAEK7E62,20,404,2014,5,0
36,399,3,1,60,0,31,0,0,0,36,0,1GCVKREC2EZ2,20,481,2014,5,0
36,400,1,1,1455,0,14,0,0,0,36,0,5N1ED28T44C6,35,402,2004,5,0
36,401,1,1,4840,0,4,0,0,0,36,0,3VWJZ71K98M1,30,40,2008,6,0
36,401,1,2,4840,0,4,0,0,0,36,0,3VWJZ71K98M1,30,40,2008,6,0
36,402,1,1,705,0,4,0,0,0,36,0,JNKCV61F29M3,58,37,2009,5,0
36,403,1,1,705,0,4,0,0,0,36,0,2FABP7BV1AX1,12,16,2010,6,0
36,403,1,2,705,0,4,0,0,0,36,0,2FABP7BV1AX1,12,16,2010,6,0
36,403,1,3,705,0,4,0,0,0,36,0,2FABP7BV1AX1,12,16,2010,6,0
36,404,1,1,900,0,6,0,0,0,36,0,3VWTZ71K79M2,30,40,2009,5,0
36,405,1,1,4050,1,64,3,2,777777777,36,1,3C7WRLDL2FG5,7,881,2015,5,0
36,405,2,1,4050,1,4,0,0,0,36,0,1G1ND52F74M6,20,37,2004,5,0
36,406,1,1,2958,0,14,0,0,0,36,0,1J4FA49S65P3,2,403,2005,6,0
36,407,1,1,50,0,15,0,0,0,36,0,5N1AA08CX8N6,35,421,2008,5,0
36,407,2,1,50,0,80,0,0,0,36,0,1HD1BXV11DB0,72,706,2013,6,0
36,408,1,1,5475,0,4,0,0,0,36,0,2G1WT57N5911,20,2,2009,5,0
36,409,1,1,3710,0,31,0,0,0,36,0,1B7KF26C1TS6,7,482,1996,6,0
36,410,1,1,705,0,4,0,0,0,36,0,KL5JD56Z75K2,53,34,2005,5,0
36,411,1,1,5077,0,4,0,0,0,36,0,KMHDN45D23U6,55,35,2003,5,0
36,411,1,2,5077,0,4,0,0,0,36,0,KMHDN45D23U6,55,35,2003,5,0
36,412,1,1,705,0,2,0,0,0,36,0,1N4EB32A6MC7,35,43,1991,5,0
36,412,2,1,705,0,6,0,0,0,36,0,4S3BH6757276,48,34,2002,5,0
36,413,1,1,4670,0,14,0,0,0,36,0,ZACCJBBT9GPD,2,403,2016,6,0
36,413,1,2,4670,0,14,0,0,0,36,0,ZACCJBBT9GPD,2,403,2016,6,0
36,413,1,3,4670,0,14,0,0,0,36,0,ZACCJBBT9GPD,2,403,2016,6,0
36,413,1,4,4670,0,14,0,0,0,36,0,ZACCJBBT9GPD,2,403,2016,6,0
36,413,2,1,4670,0,4,0,0,0,36,0,1N4AL11D52C2,35,47,2002,5,0
36,414,1,1,5740,1,61,4,2,147288,36,2,1NKDLB0X8WJ7,85,881,1998,6,0
36,415,1,1,2920,0,4,0,0,0,36,0,19XFB2F57DE2,37,31,2013,5,0
36,416,1,1,6760,1,14,0,0,0,36,0,JHLRM4H52CC0,37,402,2012,5,0
36,416,2,1,6760,1,4,0,0,0,36,0,1G2ZG57N5941,22,22,2009,5,0
36,416,2,2,6760,1,4,0,0,0,36,0,1G2ZG57N5941,22,22,2009,5,0
36,417,1,1,840,0,14,0,0,0,36,0,1J8FF57W98D6,2,405,2008,5,0
36,418,1,1,2810,0,4,0,0,0,36,0,1FAFP34P82W3,12,37,2002,5,0
36,418,1,2,2810,0,4,0,0,0,36,0,1FAFP34P82W3,12,37,2002,5,0
36,418,1,3,2810,0,4,0,0,0,36,0,1FAFP34P82W3,12,37,2002,5,0
36,418,1,4,2810,0,4,0,0,0,36,0,1FAFP34P82W3,12,37,2002,5,0
36,419,1,1,1174,0,80,0,0,0,36,0,JKAKLEA181A0,73,705,2001,5,0
36,419,2,1,1174,0,14,0,0,0,36,0,3G5DA03E24S5,18,401,2004,5,0
36,421,1,1,1117,0,4,0,0,0,36,0,KMHDN45D23U4,55,35,2003,5,0
36,421,2,1,1117,0,4,0,0,0,36,0,3VW2K7AJ5BM3,30,40,2011,5,0
36,423,1,1,4170,0,14,0,0,0,36,0,WBXPA734X4WC,34,402,2004,9,0
36,423,2,1,4170,0,4,0,0,0,36,0,1G8AL58F96Z1,24,7,2006,5,0
36,424,1,1,6250,0,4,0,0,0,36,0,1N4AL11D73C1,35,47,2003,5,0
36,424,2,1,6250,0,4,0,0,0,36,0,KMHDU46D38U4,55,35,2008,5,0
36,424,3,1,6250,0,14,0,0,0,36,0,5N1AR18B58C6,35,401,2008,5,0
36,425,1,1,4170,0,4,0,0,0,36,0,JTHCL5EF8A50,59,32,2010,5,0
36,426,1,1,2040,1,14,0,0,0,36,0,JF2SHADC0BH7,48,401,2011,5,0
36,426,2,1,2040,1,6,0,0,0,36,0,KNMAT2MV1FP5,35,51,2015,5,0
36,426,3,1,2040,1,64,1,2,999999999,36,1,JHBFE2JS512S,98,806,2001,5,0
36,427,1,1,50,0,20,0,0,0,36,0,5TDKK3DC7CS2,49,442,2012,6,0
