statenum,casenum,vnumber,pnumber,city,heavytruck,body,cargo,gvwrating,mcinnnum,regstate,vconfig,vin,make,model,modelyr,feet,contribcirc
36,118,1,1,360,0,14,0,0,0,36,0,1J4GW48S41C6,2,404,2001,5,0
36,119,1,1,2840,0,4,0,0,0,36,0,5NPE24AF2FH0,55,33,2015,5,0
36,119,1,2,2840,0,4,0,0,0,36,0,5NPE24AF2FH0,55,33,2015,5,0
36,119,1,3,2840,0,4,0,0,0,36,0,5NPE24AF2FH0,55,33,2015,5,0
36,120,3,1,705,0,14,0,0,0,36,0,5XYZWDLA0EG1,55,401,2014,5,0
36,120,3,2,705,0,14,0,0,0,36,0,5XYZWDLA0EG1,55,401,2014,5,0
36,121,1,1,705,0,6,0,0,0,36,0,2FMDK48C47BB,12,24,2007,5,0
36,121,1,2,705,0,6,0,0,0,36,0,2FMDK48C47BB,12,24,2007,5,0
36,121,1,3,705,0,6,0,0,0,36,0,2FMDK48C47BB,12,24,2007,5,0
36,121,1,4,705,0,6,0,0,0,36,0,2FMDK48C47BB,12,24,2007,5,0
36,122,1,1,705,0,14,0,0,0,36,0,4F2YU08172KM,41,402,2002,5,0
36,123,1,1,4840,0,4,0,0,0,36,0,1N4AL2AP5AN5,35,47,2010,5,0
36,124,1,1,4170,0,4,0,0,0,36,0,JF1GD29644G5,48,38,2004,5,0
36,124,1,2,4170,0,4,0,0,0,36,0,JF1GD29644G5,48,38,2004,5,0
36,125,1,1,705,0,4,0,0,0,36,0,KMHWF35H35A1,55,33,2005,5,0
36,125,2,1,705,0,4,0,0,0,36,0,4T1BG22K0YU9,49,40,2000,5,0
36,125,2,2,705,0,4,0,0,0,36,0,4T1BG22K0YU9,49,40,2000,5,0
36,126,1,1,5540,0,4,0,0,0,36,0,3VWSB81H8WM1,30,40,1998,5,0
36,126,2,1,5540,0,14,0,0,0,36,0,5XYPGDA39GG0,63,402,2016,5,0
36,126,2,2,5540,0,14,0,0,0,36,0,5XYPGDA39GG0,63,402,2016,5,0
36,127,1,1,4170,0,15,0,0,0,36,0,1FMPU16W93LA,12,422,2003,5,0
36,128,1,1,4770,0,4,0,0,0,36,0,19UUA66226A0,54,35,2006,5,0
36,129,1,1,2920,0,14,0,0,0,36,0,JTEEP21A9500,49,403,2005,5,0
36,129,1,2,2920,0,14,0,0,0,36,0,JTEEP21A9500,49,403,2005,5,0
36,129,1,3,2920,0,14,0,0,0,36,0,JTEEP21A9500,49,403,2005,5,0
36,129,1,4,2920,0,14,0,0,0,36,0,JTEEP21A9500,49,403,2005,5,0
36,130,1,1,1805,0,4,0,0,0,36,0,3N1AB6AP2CL7,35,43,2012,5,0
36,131,1,1,4880,0,4,0,0,0,36,0,1G2ZH17N1841,22,22,2008,5,0
36,132,1,1,1961,0,14,0,0,0,36,0,1FMZU73E34ZB,12,401,2004,5,0
36,132,1,2,1961,0,14,0,0,0,36,0,1FMZU73E34ZB,12,401,2004,5,0
36,132,1,3,1961,0,14,0,0,0,36,0,1FMZU73E34ZB,12,401,2004,5,0
36,132,1,4,1961,0,14,0,0,0,36,0,1FMZU73E34ZB,12,401,2004,5,0
36,132,1,5,1961,0,14,0,0,0,36,0,1FMZU73E34ZB,12,401,2004,5,0
36,132,2,1,1961,0,31,0,0,0,36,0,2FTPX17Z72CA,12,481,2002,5,0
36,132,2,2,1961,0,31,0,0,0,36,0,2FTPX17Z72CA,12,481,2002,5,0
36,132,3,1,1961,0,4,0,0,0,36,0,1G1ND52F84M6,20,37,2004,4,0
36,134,1,1,6063,0,4,0,0,0,36,0,2C3HE66GXYH2,6,51,2000,6,0
36,135,2,1,9997,0,16,0,0,0,36,0,1E+12,20,431,2001,6,0
36,135,2,2,9997,0,16,0,0,0,36,0,1E+12,20,431,2001,6,0
36,135,2,3,9997,0,16,0,0,0,36,0,1E+12,20,431,2001,6,0
36,135,2,4,9997,0,16,0,0,0,36,0,1E+12,20,431,2001,6,0
36,135,2,5,9997,0,16,0,0,0,36,0,1E+12,20,431,2001,6,0
36,136,1,1,750,0,6,0,0,0,36,0,2FMDK4JCXEBB,12,24,2014,6,0
36,136,2,1,750,0,14,0,0,0,36,0,2GNFLFEK2E63,20,404,2014,5,0
36,137,1,1,750,0,99,0,0,0,36,0,1E+12,99,999,9999,6,0
36,137,1,2,750,0,99,0,0,0,36,0,1E+12,99,999,9999,6,0
36,138,1,1,6670,0,4,0,0,0,36,0,2T1BU40E69C0,49,32,2009,5,0
36,139,1,1,750,0,14,0,0,0,36,0,1J4GL48K37W7,2,405,2007,9,0
36,139,1,2,750,0,14,0,0,0,36,0,1J4GL48K37W7,2,405,2007,9,0
36,139,1,3,750,0,14,0,0,0,36,0,1J4GL48K37W7,2,405,2007,9,0
36,139,3,1,750,0,4,0,0,0,36,0,3HGCM56393G7,37,32,2003,6,0
36,139,3,2,750,0,4,0,0,0,36,0,3HGCM56393G7,37,32,2003,6,0
36,139,3,3,750,0,4,0,0,0,36,0,3HGCM56393G7,37,32,2003,6,0
36,139,4,1,750,0,4,0,0,0,36,0,3N1AB7AP2EY3,35,43,2014,5,0
36,139,4,2,750,0,4,0,0,0,36,0,3N1AB7AP2EY3,35,43,2014,5,0
36,140,1,1,4170,0,4,0,0,0,36,0,4T1BD1FK1EU1,49,40,2014,5,0
36,141,1,1,4170,0,4,0,0,0,36,0,WBSNB93578CX,34,35,2008,5,0
36,141,1,2,4170,0,4,0,0,0,36,0,WBSNB93578CX,34,35,2008,5,0
36,141,1,3,4170,0,4,0,0,0,36,0,WBSNB93578CX,34,35,2008,5,0
36,142,1,1,1292,0,4,0,0,0,36,0,2G1WH52K7391,20,2,2003,5,0
36,143,1,1,4600,0,14,0,0,0,36,0,WVGBV7AX4BW5,30,402,2011,5,0
36,143,1,2,4600,0,14,0,0,0,36,0,WVGBV7AX4BW5,30,402,2011,5,0
36,144,1,1,4330,1,14,0,0,0,36,0,1B4HS28Y3WF1,7,402,1998,5,0
36,144,2,1,4330,1,62,1,2,331129,36,1,1FVACWDT4EHF,82,881,2014,6,0
36,145,1,1,4920,0,4,0,0,0,36,0,3G1JC52411S2,20,16,2001,5,0
36,145,2,1,4920,0,14,0,0,0,36,0,1FMZU73K82UD,12,401,2002,5,0
36,146,1,1,2495,0,4,0,0,0,36,0,1FAFP55263A1,12,17,2003,6,0
36,147,1,1,4600,1,2,0,0,0,36,0,1ZVFT82H1752,12,3,2007,5,0
36,147,2,1,4600,1,66,8,3,2832318,36,6,1XP5DB9X7RN3,87,881,1994,5,0
36,148,1,1,6491,0,2,0,0,0,36,0,3FAFP31N05R1,12,37,2005,6,0
36,148,1,2,6491,0,2,0,0,0,36,0,3FAFP31N05R1,12,37,2005,6,0
36,149,1,1,4170,0,15,0,0,0,36,0,1GNEK13Z63R1,20,421,2003,5,0
36,150,1,1,2950,0,4,0,0,0,36,0,1FAHP3K23CL3,12,37,2012,5,0
36,151,1,1,10,0,31,0,0,0,36,0,2GTEK19R7W15,23,481,1998,5,0
36,151,2,1,10,0,20,0,0,0,36,0,5FNRL38648B1,37,441,2008,6,0
36,153,1,1,4210,0,4,0,0,0,36,0,WVWAC63B71P0,30,46,2001,6,0
36,153,1,2,4210,0,4,0,0,0,36,0,WVWAC63B71P0,30,46,2001,6,0
36,153,1,3,4210,0,4,0,0,0,36,0,WVWAC63B71P0,30,46,2001,6,0
36,154,1,1,4170,0,14,0,0,0,36,0,4JGBB86E36A0,42,401,2006,5,0
36,154,1,2,4170,0,14,0,0,0,36,0,4JGBB86E36A0,42,401,2006,5,0
36,155,1,1,4170,0,21,0,0,0,36,0,1FTNS24W49DA,12,461,2009,6,0
36,155,1,2,4170,0,21,0,0,0,36,0,1FTNS24W49DA,12,461,2009,6,0
36,156,1,1,389,0,4,0,0,0,36,0,1LNHM97V12Y6,13,1,2002,5,0
36,156,2,1,389,0,4,0,0,0,36,0,5XXGM4A72FG3,63,34,2015,5,0
36,156,2,2,389,0,4,0,0,0,36,0,5XXGM4A72FG3,63,34,2015,5,0
36,156,2,3,389,0,4,0,0,0,36,0,5XXGM4A72FG3,63,34,2015,5,0
36,156,3,1,389,0,15,0,0,0,36,0,1GNUKBE06AR2,20,421,2010,5,0
36,159,2,1,3930,0,5,0,0,0,36,0,KL5JD66Z87K5,53,36,2007,5,0
36,160,1,1,1050,0,31,0,0,0,36,0,3C6JD7DT0CG2,7,482,2012,5,0
36,162,1,1,190,0,14,0,0,0,36,0,2CNBE18U9P69,20,402,1993,5,0
36,163,1,1,2920,0,14,0,0,0,36,0,JTMBK32V8750,49,402,2007,6,0
36,164,1,1,705,0,31,0,0,0,36,0,1GCHK53K29F1,20,481,2009,5,0
36,164,2,1,705,0,4,0,0,0,36,0,2HGES16591H5,37,31,2001,5,0
36,165,1,1,2920,0,20,0,0,0,36,0,2D4GP44L55R4,7,442,2005,5,0
36,166,1,1,705,0,2,0,0,0,36,0,1G1AZ37G9ER2,20,10,1984,5,0
36,166,1,2,705,0,2,0,0,0,36,0,1G1AZ37G9ER2,20,10,1984,5,0
36,166,2,1,705,0,80,0,0,0,36,0,JS1GT74A8221,53,706,2002,5,0
36,167,1,1,360,0,14,0,0,0,36,0,1C4RJFBG2FC2,2,404,2015,5,0
36,167,2,1,360,0,14,0,0,0,36,0,1J4GL48K55W6,2,405,2005,5,0
36,168,1,1,360,0,4,0,0,0,36,0,1HGFA16578L0,37,31,2008,5,0
36,168,2,1,360,0,14,0,0,0,36,0,1C4RJFCT7DC5,2,404,2013,5,0
36,169,1,1,2600,0,80,0,0,0,36,0,JS1GN7EA6821,53,705,2008,5,0
36,170,1,1,4920,0,21,0,0,0,36,0,1FTNE24L97DB,12,461,2007,5,0
36,171,1,1,4425,0,4,0,0,0,36,0,1G4HP52K95U1,18,2,2005,5,0
36,172,1,1,4170,0,14,0,0,0,36,0,4F2CZ94183KM,41,402,2003,5,1
36,172,1,2,4170,0,14,0,0,0,36,0,4F2CZ94183KM,41,402,2003,5,1
36,172,2,1,4170,0,14,0,0,0,36,0,JTEGH20VX301,49,402,2003,5,0
36,172,2,2,4170,0,14,0,0,0,36,0,JTEGH20VX301,49,402,2003,5,0
36,173,1,1,3700,0,31,0,0,0,36,0,1C6RR7MT2GS1,7,482,2016,5,0
36,173,1,2,3700,0,31,0,0,0,36,0,1C6RR7MT2GS1,7,482,2016,5,0
36,173,1,3,3700,0,31,0,0,0,36,0,1C6RR7MT2GS1,7,482,2016,5,0
36,173,1,4,3700,0,31,0,0,0,36,0,1C6RR7MT2GS1,7,482,2016,5,0
36,174,1,1,50,0,80,0,0,0,36,0,JH2SC57056M2,37,706,2006,5,0
36,174,2,1,50,0,21,0,0,0,36,0,WDYPE7459852,82,461,2008,5,0
36,174,3,1,50,0,14,0,0,0,36,0,1J4RR4GG3BC7,2,404,2011,5,0
36,175,1,1,3531,0,4,0,0,0,36,0,4T1BF22KXYU9,49,40,2000,5,0
36,175,2,1,3531,0,4,0,0,0,36,0,1HGCR3F83DA0,37,32,2013,6,0
36,175,2,2,3531,0,4,0,0,0,36,0,1HGCR3F83DA0,37,32,2013,6,0
36,176,1,1,2120,0,14,0,0,0,36,0,1J4GL48K04W1,2,405,2004,5,0
36,176,2,1,2120,0,14,0,0,0,36,0,1C4NJRFB1FD2,2,407,2015,5,0
36,176,2,2,2120,0,14,0,0,0,36,0,1C4NJRFB1FD2,2,407,2015,5,0
36,177,1,1,4210,0,4,0,0,0,36,0,2FAFP73W8WX1,12,16,1998,6,0
36,178,1,1,4492,0,30,0,0,0,36,0,1GCCS1959182,20,471,2001,5,0
36,179,1,1,1117,0,4,0,0,0,36,0,1MEFM55S74G6,14,17,2004,5,0
36,180,1,1,2464,0,4,0,0,0,36,0,1HGCG1652XA0,37,32,1999,5,0
36,180,2,1,2464,0,14,0,0,0,36,0,1GNDT13S8421,20,403,2004,5,0
36,181,1,1,1592,0,4,0,0,0,36,0,1G2HX52K0WH2,22,2,1998,5,0
36,181,2,1,1592,0,15,0,0,0,36,0,1FMJK1J52CEF,12,422,2012,6,0
36,182,1,1,4170,0,2,0,0,0,36,0,JN1AZ4EH8EM6,35,48,2014,5,0
36,183,2,1,4600,0,14,0,0,0,36,0,1FMCU0D72AKB,12,402,2010,5,0
36,183,2,2,4600,0,14,0,0,0,36,0,1FMCU0D72AKB,12,402,2010,5,0
36,183,2,3,4600,0,14,0,0,0,36,0,1FMCU0D72AKB,12,402,2010,5,0
36,183,3,1,4600,0,4,0,0,0,36,0,1N4AL11D25C3,35,47,2005,5,0
36,184,1,1,2920,0,4,0,0,0,36,0,KMHCG45C62U3,55,36,2002,5,0
36,185,1,1,5810,0,4,0,0,0,36,0,1G1PE5SB9E72,20,25,2014,5,0
36,186,1,1,6648,0,31,0,0,0,36,0,1FTNF1E83AKB,12,481,2010,5,0
36,187,1,1,350,0,90,0,0,0,36,0,3JBLPAP20FJ0,99,739,2015,5,0
36,188,1,1,4170,0,15,0,0,0,36,0,5FRYD4H41GB0,54,421,2016,5,0
36,189,2,1,2330,0,90,0,0,0,36,0,JH3TE0809FM0,37,733,1985,5,0
36,190,1,1,4170,0,15,0,0,0,36,0,5N1AA0NE3BN6,35,421,2011,5,0
36,191,1,1,4170,0,14,0,0,0,36,0,ZFBCFABH4FZ0,36,401,2015,5,0
36,192,1,1,1275,1,2,0,0,0,36,0,1E+12,37,31,2004,5,0
36,192,1,2,1275,1,2,0,0,0,36,0,1E+12,37,31,2004,5,0
36,192,1,3,1275,1,2,0,0,0,36,0,1E+12,37,31,2004,5,0
36,192,2,1,1275,1,67,97,2,1530318,36,1,1GT424C89BF1,23,880,2011,6,0
36,193,1,1,6004,0,4,0,0,0,36,0,1G1ND52F55M1,20,37,2005,6,0
36,193,2,1,6004,0,20,0,0,0,36,0,5TDYK3DCXFS5,49,442,2015,5,0
36,193,2,2,6004,0,20,0,0,0,36,0,5TDYK3DCXFS5,49,442,2015,5,0
36,193,2,3,6004,0,20,0,0,0,36,0,5TDYK3DCXFS5,49,442,2015,5,0
36,194,1,1,2200,0,80,0,0,0,36,0,1HFSC49063A1,37,706,2003,6,0
36,195,1,1,4170,1,61,4,2,999999999,36,1,1FDXW47Y86ED,12,881,2006,6,0
36,195,1,2,4170,1,61,4,2,999999999,36,1,1FDXW47Y86ED,12,881,2006,6,0
36,196,1,1,1232,0,4,0,0,0,36,0,5XXGR4A63DG1,63,34,2013,6,0
36,198,1,1,1762,0,80,0,0,0,36,0,JYASJ07Y99A0,76,705,2009,5,0
36,199,1,1,147,0,31,0,0,0,36,0,1FTRW08L42KC,12,481,2002,5,0
36,200,1,1,2011,0,14,0,0,0,36,0,5J6RM4H9XFL1,37,402,2015,5,0
36,200,1,2,2011,0,14,0,0,0,36,0,5J6RM4H9XFL1,37,402,2015,5,0
36,200,2,1,2011,0,31,0,0,0,36,0,2GTEK19T3412,23,481,2004,5,0
36,200,2,2,2011,0,31,0,0,0,36,0,2GTEK19T3412,23,481,2004,5,0
36,200,2,3,2011,0,31,0,0,0,36,0,2GTEK19T3412,23,481,2004,5,0
36,201,1,1,2600,0,14,0,0,0,36,0,JN8AR07Y4XW3,35,401,1999,5,0
36,202,1,1,4045,0,20,0,0,0,36,0,2MRDA20274BJ,14,444,2004,5,0
36,202,2,1,4045,0,80,0,0,0,36,0,1HD1FF4168Y6,72,706,2008,5,0
36,203,1,1,6010,0,31,0,0,0,36,0,1FTRX14W66FA,12,481,2006,5,0
36,205,1,1,705,0,14,0,0,0,36,0,4S2DM58W1143,38,402,2001,5,0
36,206,1,1,5480,0,31,0,0,0,36,0,1GCHK24U83E3,20,481,2003,5,0
36,206,2,1,5480,0,4,0,0,0,36,0,2G1WB5EK0B12,20,2,2011,5,0
36,207,1,1,705,0,4,0,0,0,36,0,1FAHP2M80DG1,12,17,2013,5,0
36,207,2,1,705,0,4,0,0,0,36,0,JT2SV21E9L03,49,40,1990,6,0
36,208,1,1,4170,0,2,0,0,0,36,0,JN1BZ34DX8M7,35,48,2008,5,0
36,209,1,1,2600,0,4,0,0,0,36,0,1G1AF5F5XA72,20,22,2010,5,0
36,210,2,1,6110,0,80,0,0,0,36,0,1HD1GN4187K3,72,706,2007,5,0
36,210,2,2,6110,0,80,0,0,0,36,0,1HD1GN4187K3,72,706,2007,5,0
36,211,1,1,3064,0,15,0,0,0,36,0,1E+12,20,421,2009,6,0
36,211,2,1,3064,0,30,0,0,0,36,0,5TFUX4EN8DX0,49,472,2013,5,0
36,212,1,1,5030,0,4,0,0,0,36,0,KNAFU4A23B54,63,38,2011,5,0
36,214,1,1,2600,0,4,0,0,0,36,0,JN1CA21D7ST6,35,39,1995,5,0
36,215,1,1,2600,0,4,0,0,0,36,0,19UUA66274A0,54,35,2004,5,0
36,215,1,2,2600,0,4,0,0,0,36,0,19UUA66274A0,54,35,2004,5,0
36,215,1,3,2600,0,4,0,0,0,36,0,19UUA66274A0,54,35,2004,5,0
36,215,1,4,2600,0,4,0,0,0,36,0,19UUA66274A0,54,35,2004,5,0
36,217,1,1,5742,0,4,0,0,0,36,0,2HGES26731H5,37,31,2001,5,0
36,218,1,1,60,0,14,0,0,0,36,0,2GKFLTEK6C61,23,402,2012,5,0
36,218,1,2,60,0,14,0,0,0,36,0,2GKFLTEK6C61,23,402,2012,5,0
36,218,2,1,60,0,30,0,0,0,36,0,1FTZR15V0XTA,12,471,1999,5,0
36,219,1,1,2600,0,2,0,0,0,36,0,WBA3R5C5XGK3,34,47,2016,6,0
36,219,1,2,2600,0,2,0,0,0,36,0,WBA3R5C5XGK3,34,47,2016,6,0
36,219,2,1,2600,0,4,0,0,0,36,0,2G1WS57M4912,20,2,2009,6,0
36,220,1,1,2600,0,80,0,0,0,36,0,1HD1JNV12DB0,72,706,2013,5,0
36,221,1,1,4330,0,80,0,0,0,36,0,JS1GN7DA1721,53,705,2007,6,0
36,223,1,1,2464,0,4,0,0,0,36,0,1C3EL56U01N7,6,43,2001,6,0
36,224,1,1,4170,1,62,1,2,999999999,36,1,1HTMMAAM16H2,84,881,2006,5,0
36,225,1,1,4090,0,14,0,0,0,36,0,2GKFLVEK8D63,23,402,2013,5,0
36,225,2,1,4090,0,80,0,0,0,36,0,JH2SC57097M3,37,706,2007,5,0
36,226,1,1,4570,0,31,0,0,0,36,0,1D7HU16D75J6,7,482,2005,5,0
36,227,1,1,4170,0,14,0,0,0,36,0,5J6RE48539L0,37,402,2009,5,0
36,227,2,1,4170,0,4,0,0,0,36,0,1G8ZK5278YZ2,24,1,2000,5,0
36,227,2,2,4170,0,4,0,0,0,36,0,1G8ZK5278YZ2,24,1,2000,5,0
36,227,2,3,4170,0,4,0,0,0,36,0,1G8ZK5278YZ2,24,1,2000,5,0
36,228,1,1,6163,0,4,0,0,0,36,0,3N1AB51D13L7,35,43,2003,6,0
36,228,1,2,6163,0,4,0,0,0,36,0,3N1AB51D13L7,35,43,2003,6,0
36,229,1,1,2485,0,4,0,0,0,36,0,3N1AB7AP2EY2,35,43,2014,6,0
36,229,1,2,2485,0,4,0,0,0,36,0,3N1AB7AP2EY2,35,43,2014,6,0
36,229,2,1,2485,0,80,0,0,0,36,0,1HD1LA61XAC4,72,706,2010,5,0
36,230,1,1,4170,0,4,0,0,0,36,0,WAULD64B22N1,32,42,2002,6,0
36,232,1,1,147,0,4,0,0,0,36,0,4T1BF3EK3BU6,49,40,2011,5,0
36,232,1,2,147,0,4,0,0,0,36,0,4T1BF3EK3BU6,49,40,2011,5,0
36,233,1,1,4170,0,80,0,0,0,36,0,MLHPC4468E51,37,705,2014,5,0
36,234,1,1,4170,0,4,0,0,0,36,0,1G4PP5SK6E41,18,25,2014,5,0
36,234,1,2,4170,0,4,0,0,0,36,0,1G4PP5SK6E41,18,25,2014,5,0
36,235,1,1,2464,0,20,0,0,0,36,0,1FMZK02107GA,12,443,2007,6,0
36,235,1,2,2464,0,20,0,0,0,36,0,1FMZK02107GA,12,443,2007,6,0
36,235,2,1,2464,0,52,22,3,999999999,36,21,15GGD2716D11,92,981,2013,5,0
36,235,2,2,2464,0,52,22,3,999999999,36,21,15GGD2716D11,92,981,2013,5,0
36,235,2,3,2464,0,52,22,3,999999999,36,21,15GGD2716D11,92,981,2013,5,0
36,235,2,4,2464,0,52,22,3,999999999,36,21,15GGD2716D11,92,981,2013,5,0
36,235,2,5,2464,0,52,22,3,999999999,36,21,15GGD2716D11,92,981,2013,5,0
36,236,1,1,1046,0,4,0,0,0,36,0,1G1AL52FX576,20,22,2005,6,0
36,236,1,2,1046,0,4,0,0,0,36,0,1G1AL52FX576,20,22,2005,6,0
36,236,1,3,1046,0,4,0,0,0,36,0,1G1AL52FX576,20,22,2005,6,0
36,236,1,4,1046,0,4,0,0,0,36,0,1G1AL52FX576,20,22,2005,6,0
36,236,1,5,1046,0,4,0,0,0,36,0,1G1AL52FX576,20,22,2005,6,0
36,238,1,1,1880,0,15,0,0,0,36,0,1GYEK63N52R2,19,421,2002,6,0
36,238,2,1,1880,0,4,0,0,0,36,0,4T1BG22K2WU8,49,40,1998,5,0
36,238,2,2,1880,0,4,0,0,0,36,0,4T1BG22K2WU8,49,40,1998,5,0
36,238,2,3,1880,0,4,0,0,0,36,0,4T1BG22K2WU8,49,40,1998,5,0
36,239,1,1,1360,0,80,0,0,0,36,0,1HD1BLL13LY0,72,706,1990,6,0
36,240,1,1,4170,0,4,0,0,0,36,0,1HGCP2F85CA0,37,32,2012,5,0
36,240,2,1,4170,0,4,0,0,0,36,0,JN1BV7AR3FM4,58,41,2015,5,0
36,241,1,1,2600,0,2,0,0,0,36,0,1HGEM229X3L0,37,31,2003,5,0
36,241,1,2,2600,0,2,0,0,0,36,0,1HGEM229X3L0,37,31,2003,5,0
36,241,1,3,2600,0,2,0,0,0,36,0,1HGEM229X3L0,37,31,2003,5,0
36,241,1,4,2600,0,2,0,0,0,36,0,1HGEM229X3L0,37,31,2003,5,0
36,242,1,1,4170,0,5,0,0,0,36,0,4T3ZK3BB5EU0,49,53,2014,5,0
36,243,1,1,6010,0,4,0,0,0,36,0,1G1ZT52865F3,20,37,2005,5,0
36,243,1,2,6010,0,4,0,0,0,36,0,1G1ZT52865F3,20,37,2005,5,0
36,243,1,3,6010,0,4,0,0,0,36,0,1G1ZT52865F3,20,37,2005,5,0
36,243,1,4,6010,0,4,0,0,0,36,0,1G1ZT52865F3,20,37,2005,5,0
36,244,1,1,4170,0,14,0,0,0,36,0,2HKRM3H72DH5,37,402,2013,6,0
36,245,1,1,4170,0,4,0,0,0,36,0,5NPDH4AE5GH7,55,35,2016,5,0
36,246,1,1,5270,0,31,0,0,0,36,0,1GCVKREC7EZ3,20,481,2014,5,0
36,246,1,2,5270,0,31,0,0,0,36,0,1GCVKREC7EZ3,20,481,2014,5,0
36,246,2,1,5270,0,4,0,0,0,36,0,WAUBFAFL6CN0,32,43,2012,5,0
36,247,1,1,2600,0,4,0,0,0,36,0,WDDHF8JB5DA7,42,48,2013,6,0
36,247,2,1,2600,0,80,0,0,0,36,0,JS1GN7DA5621,53,705,2006,5,0
36,248,1,1,5769,0,14,0,0,0,36,0,1J4FF48S2YL1,2,404,2000,5,0
36,249,1,1,2920,0,4,0,0,0,36,0,KMHDN45D31U2,55,35,2001,5,0
36,249,1,2,2920,0,4,0,0,0,36,0,KMHDN45D31U2,55,35,2001,5,0
36,250,1,1,2210,0,3,0,0,0,36,0,JH4DC54836S0,54,38,2006,5,0
36,250,2,1,2210,0,14,0,0,0,36,0,1D4HS38N73F5,7,402,2003,5,0
36,251,1,1,5802,0,14,0,0,0,36,0,JS3TX92V2341,53,405,2003,5,0
36,251,2,1,5802,0,4,0,0,0,36,0,2HGFA1F52BH5,37,31,2011,5,0
36,251,2,2,5802,0,4,0,0,0,36,0,2HGFA1F52BH5,37,31,2011,5,0
36,252,1,1,2840,0,4,0,0,0,36,0,JN1CA21DXXT8,35,39,1999,5,0
36,253,1,1,4170,0,21,0,0,0,36,0,1FTNE2EW2DDB,12,461,2013,5,0
36,254,1,1,6010,0,80,0,0,0,36,0,JS1GN7CA0521,53,705,2005,5,0
36,254,2,1,6010,0,80,0,0,0,36,0,JS1GN7CA1421,53,705,2004,6,0
36,254,3,1,6010,0,14,0,0,0,36,0,5J6RM4H31FL1,37,402,2015,5,0
36,255,1,1,4660,0,31,0,0,0,36,0,1GTV2UEC9EZ3,23,481,2014,6,0
36,255,1,2,4660,0,31,0,0,0,36,0,1GTV2UEC9EZ3,23,481,2014,6,0
36,255,1,3,4660,0,31,0,0,0,36,0,1GTV2UEC9EZ3,23,481,2014,6,0
36,255,1,4,4660,0,31,0,0,0,36,0,1GTV2UEC9EZ3,23,481,2014,6,0
36,256,1,1,4170,0,4,0,0,0,36,0,1HGCR2F51GA0,37,32,2016,5,0
36,256,2,1,4170,0,14,0,0,0,36,0,JT3HN86R2V00,49,401,1997,9,0
36,256,2,2,4170,0,14,0,0,0,36,0,JT3HN86R2V00,49,401,1997,9,0
36,257,1,1,750,0,80,0,0,0,36,0,JKAZX9A10YA0,73,706,2000,5,0
36,257,2,1,750,0,4,0,0,0,36,0,2MEFM74W23X6,14,6,2003,5,0
36,257,2,2,750,0,4,0,0,0,36,0,2MEFM74W23X6,14,6,2003,5,0
36,257,2,3,750,0,4,0,0,0,36,0,2MEFM74W23X6,14,6,2003,5,0
36,258,1,1,4729,0,80,0,0,0,36,0,JS1GR7GA5321,53,706,2003,5,0
36,259,1,1,4170,0,4,0,0,0,36,0,1N4AL3AP1EC3,35,47,2014,5,0
36,260,1,1,2600,0,30,0,0,0,36,0,1FTYR10D15PA,12,471,2005,5,0
36,261,1,1,5810,1,64,96,3,999999999,36,1,1HTJTSKN1FH6,84,884,2015,5,0
36,261,2,1,5810,1,14,0,0,0,36,0,KM8JN12D78U8,55,402,2008,5,0
36,261,2,2,5810,1,14,0,0,0,36,0,KM8JN12D78U8,55,402,2008,5,0
36,262,1,1,1885,1,14,0,0,0,36,0,1J4FF48S01L5,2,404,2001,5,0
36,262,3,1,1885,1,6,0,0,0,36,0,JF1GH61658H8,48,34,2008,5,0
36,262,4,1,1885,1,14,0,0,0,36,0,JTEHF21A5200,49,403,2002,5,0
36,263,1,1,2920,0,4,0,0,0,36,0,2MEFM74W3XX7,14,6,1999,5,0
36,263,1,2,2920,0,4,0,0,0,36,0,2MEFM74W3XX7,14,6,1999,5,0
36,264,1,1,763,0,4,0,0,0,36,0,JTDKN3DU1D56,49,46,2013,6,0
36,264,1,2,763,0,4,0,0,0,36,0,JTDKN3DU1D56,49,46,2013,6,0
36,265,1,1,2580,0,4,0,0,0,36,0,WVWMA63B9XE3,30,46,1999,5,0
36,265,2,1,2580,0,80,0,0,0,36,0,JS1GN7BA7221,53,705,2002,5,0
36,266,1,1,3364,1,66,3,3,999999999,36,6,2HSCNAPR15C1,84,884,2005,5,0
36,267,2,1,4170,0,16,0,0,0,36,0,1GNFK16R6TJ3,20,431,1996,5,0
36,267,2,2,4170,0,16,0,0,0,36,0,1GNFK16R6TJ3,20,431,1996,5,0
36,268,1,1,4170,0,80,0,0,0,36,0,WB10D2109GZ3,34,706,2016,5,0
36,268,2,1,4170,0,4,0,0,0,36,0,1N4AA5AP0AC8,35,39,2010,5,0
36,269,3,1,5410,0,20,0,0,0,36,0,2B4GP44312R7,7,442,2002,6,0
36,270,1,1,5210,0,4,0,0,0,36,0,KNAGD1288452,63,34,2004,5,0
36,271,1,1,4450,0,15,0,0,0,36,0,1GKS2HKJ3GR2,23,422,2016,5,0
36,272,1,1,3339,0,6,0,0,0,36,0,4S4BRBCC0C32,48,45,2012,5,0
36,272,2,1,3339,0,80,0,0,0,36,0,1HD1CWP406K4,72,706,2006,5,0
36,273,1,1,546,0,80,0,0,0,36,0,1HD1CGP144K4,72,706,2004,5,0
