statenum,casenum,vnumber,pnumber,city,heavytruck,numfatal,body,cargo,gvwrating,mcinnnum,regstate,vin,make,model,modelyr,contribcirc
,,,,,,,,,,,,,,,,
4,420,2,1,387,0,1,31,0,0,0,36,1GTHK24142E2,23,481,2002,0
4,420,2,2,387,0,1,31,0,0,0,36,1GTHK24142E2,23,481,2002,0
6,1242,2,1,0,1,1,20,0,0,0,36,4T3ZF13CXWU0,49,442,1998,0
6,1242,2,2,0,1,1,20,0,0,0,36,4T3ZF13CXWU0,49,442,1998,0
6,1242,2,3,0,1,1,20,0,0,0,36,4T3ZF13CXWU0,49,442,1998,0
6,1242,2,4,0,1,1,20,0,0,0,36,4T3ZF13CXWU0,49,442,1998,0
6,1242,2,5,0,1,1,20,0,0,0,36,4T3ZF13CXWU0,49,442,1998,0
6,1975,1,1,602,0,1,4,0,0,0,36,1MELM50U0SA6,14,17,1995,0
8,240,3,1,430,0,1,30,0,0,0,36,3TMLU4EN4AM0,49,472,2010,0
8,382,1,1,110,0,1,4,0,0,0,36,1N4AL11DX2C7,35,47,2002,0
9,20,2,1,811,0,1,4,0,0,0,36,1B3CC4FB4AN2,7,26,2010,0
9,20,2,2,811,0,1,4,0,0,0,36,1B3CC4FB4AN2,7,26,2010,0
9,22,2,1,649,1,1,63,4,3,1076337,36,2FZHAZAS44AM,98,809,2004,0
9,59,1,1,700,0,1,80,0,0,0,36,JKAZXDP10VA0,73,709,1997,0
9,60,1,1,655,0,1,14,0,0,0,36,4JGAB57E85A5,42,401,2005,0
9,60,1,2,655,0,1,14,0,0,0,36,4JGAB57E85A5,42,401,2005,0
9,94,2,1,825,1,1,4,0,0,0,36,4T1BE32K63U2,49,40,2003,0
9,94,2,2,825,1,1,4,0,0,0,36,4T1BE32K63U2,49,40,2003,0
9,113,1,1,170,0,2,21,0,0,0,36,1FBSS31LXWHA,12,461,1998,0
9,113,1,2,170,0,2,21,0,0,0,36,1FBSS31LXWHA,12,461,1998,0
9,113,1,3,170,0,2,21,0,0,0,36,1FBSS31LXWHA,12,461,1998,0
9,113,1,4,170,0,2,21,0,0,0,36,1FBSS31LXWHA,12,461,1998,0
9,113,1,5,170,0,2,21,0,0,0,36,1FBSS31LXWHA,12,461,1998,0
9,113,1,6,170,0,2,21,0,0,0,36,1FBSS31LXWHA,12,461,1998,0
9,113,1,7,170,0,2,21,0,0,0,36,1FBSS31LXWHA,12,461,1998,0
9,113,1,8,170,0,2,21,0,0,0,36,1FBSS31LXWHA,12,461,1998,0
9,113,1,9,170,0,2,21,0,0,0,36,1FBSS31LXWHA,12,461,1998,0
9,113,1,10,170,0,2,21,0,0,0,36,1FBSS31LXWHA,12,461,1998,0
