statenum,casenum,vnumber,pnumber,city,heavytruck,numfatal,body,cargo,gvwrating,mcinnnum,regstate,vin,make,model,modelyr,contribcirc
,,,,,,,,,,,,,,,,
4,585,1,1,530,0,1,6,0,0,0,36,5Y2SL62804Z4,22,32,2004,0
9,25,1,1,765,0,1,4,0,0,0,36,4T1VK13EXPU1,49,40,1993,0
9,73,3,1,170,1,3,63,1,3,777777777,36,1HTMMAAN2BH3,84,881,2011,0
9,96,1,1,430,0,1,4,0,0,0,36,JT8BF28G3Y50,59,31,2000,98
9,96,1,2,430,0,1,4,0,0,0,36,JT8BF28G3Y50,59,31,2000,98
9,103,3,1,700,1,1,80,0,0,0,36,JKAZX4J171A0,73,705,2001,0
9,136,2,1,375,0,1,20,0,0,0,36,1FMZK02166GA,12,443,2006,0
9,195,6,1,811,1,1,2,0,0,0,36,WBAWC33578PU,34,34,2008,0
9,195,6,2,811,1,1,2,0,0,0,36,WBAWC33578PU,34,34,2008,0
9,199,3,1,700,0,1,2,0,0,0,36,1HGEJ8148YL1,37,31,2000,0
9,224,2,1,700,0,1,4,0,0,0,36,JT2SK12E6N00,49,40,1992,0
10,71,1,1,0,0,3,58,22,3,1841321,36,WKK138TC3T10,98,988,1996,0
10,71,1,2,0,0,3,58,22,3,1841321,36,WKK138TC3T10,98,988,1996,0
10,71,1,3,0,0,3,58,22,3,1841321,36,WKK138TC3T10,98,988,1996,0
10,71,1,4,0,0,3,58,22,3,1841321,36,WKK138TC3T10,98,988,1996,0
10,71,1,5,0,0,3,58,22,3,1841321,36,WKK138TC3T10,98,988,1996,0
10,71,1,6,0,0,3,58,22,3,1841321,36,WKK138TC3T10,98,988,1996,0
10,71,1,7,0,0,3,58,22,3,1841321,36,WKK138TC3T10,98,988,1996,0
10,71,1,8,0,0,3,58,22,3,1841321,36,WKK138TC3T10,98,988,1996,0
10,71,1,9,0,0,3,58,22,3,1841321,36,WKK138TC3T10,98,988,1996,0
10,71,1,10,0,0,3,58,22,3,1841321,36,WKK138TC3T10,98,988,1996,0
10,71,1,11,0,0,3,58,22,3,1841321,36,WKK138TC3T10,98,988,1996,0
10,71,1,12,0,0,3,58,22,3,1841321,36,WKK138TC3T10,98,988,1996,0
10,71,1,13,0,0,3,58,22,3,1841321,36,WKK138TC3T10,98,988,1996,0
10,71,1,14,0,0,3,58,22,3,1841321,36,WKK138TC3T10,98,988,1996,0
10,71,1,15,0,0,3,58,22,3,1841321,36,WKK138TC3T10,98,988,1996,0
10,71,1,16,0,0,3,58,22,3,1841321,36,WKK138TC3T10,98,988,1996,0
10,71,1,17,0,0,3,58,22,3,1841321,36,WKK138TC3T10,98,988,1996,0
10,71,1,18,0,0,3,58,22,3,1841321,36,WKK138TC3T10,98,988,1996,0
10,71,1,19,0,0,3,58,22,3,1841321,36,WKK138TC3T10,98,988,1996,0
10,71,1,20,0,0,3,58,22,3,1841321,36,WKK138TC3T10,98,988,1996,0
10,71,1,21,0,0,3,58,22,3,1841321,36,WKK138TC3T10,98,988,1996,0
10,71,1,22,0,0,3,58,22,3,1841321,36,WKK138TC3T10,98,988,1996,0
10,71,1,23,0,0,3,58,22,3,1841321,36,WKK138TC3T10,98,988,1996,0
10,71,1,24,0,0,3,58,22,3,1841321,36,WKK138TC3T10,98,988,1996,0
10,71,1,25,0,0,3,58,22,3,1841321,36,WKK138TC3T10,98,988,1996,0
10,71,1,26,0,0,3,58,22,3,1841321,36,WKK138TC3T10,98,988,1996,0
10,71,1,27,0,0,3,58,22,3,1841321,36,WKK138TC3T10,98,988,1996,0
10,71,1,28,0,0,3,58,22,3,1841321,36,WKK138TC3T10,98,988,1996,0
10,71,1,29,0,0,3,58,22,3,1841321,36,WKK138TC3T10,98,988,1996,0
10,71,1,30,0,0,3,58,22,3,1841321,36,WKK138TC3T10,98,988,1996,0
10,71,1,31,0,0,3,58,22,3,1841321,36,WKK138TC3T10,98,988,1996,0
10,71,1,32,0,0,3,58,22,3,1841321,36,WKK138TC3T10,98,988,1996,0
10,71,1,33,0,0,3,58,22,3,1841321,36,WKK138TC3T10,98,988,1996,0
10,71,1,34,0,0,3,58,22,3,1841321,36,WKK138TC3T10,98,988,1996,0
10,71,1,35,0,0,3,58,22,3,1841321,36,WKK138TC3T10,98,988,1996,0
10,71,1,36,0,0,3,58,22,3,1841321,36,WKK138TC3T10,98,988,1996,0
10,71,1,37,0,0,3,58,22,3,1841321,36,WKK138TC3T10,98,988,1996,0
10,71,1,38,0,0,3,58,22,3,1841321,36,WKK138TC3T10,98,988,1996,0
10,71,1,39,0,0,3,58,22,3,1841321,36,WKK138TC3T10,98,988,1996,0
10,71,1,40,0,0,3,58,22,3,1841321,36,WKK138TC3T10,98,988,1996,0
10,71,1,41,0,0,3,58,22,3,1841321,36,WKK138TC3T10,98,988,1996,0
10,71,1,42,0,0,3,58,22,3,1841321,36,WKK138TC3T10,98,988,1996,0
10,71,1,43,0,0,3,58,22,3,1841321,36,WKK138TC3T10,98,988,1996,0
10,71,1,44,0,0,3,58,22,3,1841321,36,WKK138TC3T10,98,988,1996,0
10,71,1,45,0,0,3,58,22,3,1841321,36,WKK138TC3T10,98,988,1996,0
10,71,1,46,0,0,3,58,22,3,1841321,36,WKK138TC3T10,98,988,1996,0
10,71,1,47,0,0,3,58,22,3,1841321,36,WKK138TC3T10,98,988,1996,0
10,71,1,48,0,0,3,58,22,3,1841321,36,WKK138TC3T10,98,988,1996,0
10,71,1,49,0,0,3,58,22,3,1841321,36,WKK138TC3T10,98,988,1996,0
10,71,1,50,0,0,3,58,22,3,1841321,36,WKK138TC3T10,98,988,1996,0
10,71,1,51,0,0,3,58,22,3,1841321,36,WKK138TC3T10,98,988,1996,0
10,74,1,1,0,0,1,14,0,0,0,36,1C4PJLAB1EW1,2,404,2014,0
12,74,2,1,1460,0,2,80,0,0,0,36,1HD1FCW195Y6,72,706,2005,0
12,74,2,2,1460,0,2,80,0,0,0,36,1HD1FCW195Y6,72,706,2005,0
12,118,3,1,0,0,1,4,0,0,0,36,1G6KD57Y78U1,19,22,2008,0
12,214,1,1,0,0,1,6,0,0,0,36,3GNBABFW9BS6,20,23,2011,0
12,521,2,1,2580,0,1,80,0,0,0,36,1HD1BRL17VY0,72,706,1997,0
12,862,8,1,0,1,4,6,0,0,0,36,JN8AS5MV5AW6,35,51,2010,0
12,862,8,2,0,1,4,6,0,0,0,36,JN8AS5MV5AW6,35,51,2010,0
12,964,1,1,1070,0,1,4,0,0,0,36,2G2WP552X811,22,20,2008,0
12,964,1,2,1070,0,1,4,0,0,0,36,2G2WP552X811,22,20,2008,0
12,964,1,3,1070,0,1,4,0,0,0,36,2G2WP552X811,22,20,2008,0
12,1192,1,1,2700,0,1,4,0,0,0,36,JM1BK12F8512,41,51,2005,0
12,1433,2,1,0,1,2,21,0,0,0,36,1FDEE14H7SHA,12,461,1995,0
12,1433,2,2,0,1,2,21,0,0,0,36,1FDEE14H7SHA,12,461,1995,0
12,1433,2,3,0,1,2,21,0,0,0,36,1FDEE14H7SHA,12,461,1995,0
12,1433,2,4,0,1,2,21,0,0,0,36,1FDEE14H7SHA,12,461,1995,0
12,1433,2,5,0,1,2,21,0,0,0,36,1FDEE14H7SHA,12,461,1995,0
12,1433,2,6,0,1,2,21,0,0,0,36,1FDEE14H7SHA,12,461,1995,0
12,1433,2,7,0,1,2,21,0,0,0,36,1FDEE14H7SHA,12,461,1995,0
12,1433,2,8,0,1,2,21,0,0,0,36,1FDEE14H7SHA,12,461,1995,0
12,2290,4,1,0,0,1,4,0,0,0,36,3VWD17AJ3EM3,30,40,2014,0
13,151,4,1,4910,0,1,4,0,0,0,36,KMHWF35H85A1,55,33,2005,0
20,291,2,1,1050,1,1,66,1,3,1149279,36,1FUJA6CKX7LX,82,883,2007,0
22,301,1,1,0,1,1,4,0,0,0,36,5NPDH4AEXBH0,55,35,2011,0
24,405,1,1,0,0,1,20,0,0,0,36,5FNRL38617B4,37,441,2007,0
24,405,1,2,0,0,1,20,0,0,0,36,5FNRL38617B4,37,441,2007,0
24,405,1,3,0,0,1,20,0,0,0,36,5FNRL38617B4,37,441,2007,0
24,405,1,4,0,0,1,20,0,0,0,36,5FNRL38617B4,37,441,2007,0
24,405,1,5,0,0,1,20,0,0,0,36,5FNRL38617B4,37,441,2007,0
24,405,1,6,0,0,1,20,0,0,0,36,5FNRL38617B4,37,441,2007,0
24,405,1,7,0,0,1,20,0,0,0,36,5FNRL38617B4,37,441,2007,0
24,405,1,8,0,0,1,20,0,0,0,36,5FNRL38617B4,37,441,2007,0
24,405,1,9,0,0,1,20,0,0,0,36,5FNRL38617B4,37,441,2007,0
25,106,1,1,1480,0,1,4,0,0,0,36,JM1BL1SG4A11,41,51,2010,0
25,313,1,1,1030,0,1,4,0,0,0,36,1FAFP33Z64W1,12,37,2004,0
27,50,1,1,2750,0,1,80,0,0,0,36,JH2SC59J39K0,37,706,2009,0
31,72,2,1,0,0,1,31,0,0,0,36,1GCCT19W6181,20,481,2001,0
32,193,2,1,0,1,1,66,1,3,1277903,36,4V4NC9GH57N4,51,881,2007,0
33,25,1,1,34,1,1,66,3,3,949037,36,1XKWDB0X27J1,85,881,2007,1
33,52,1,1,51,0,1,80,0,0,0,36,1HD1FFR14VY6,72,706,1997,1
33,70,1,1,150,0,1,4,0,0,0,36,4T1BG22K8WU3,49,40,1998,0
34,11,1,1,1105,0,1,4,0,0,0,36,4A3AB36F37E0,52,34,2007,0
34,37,2,1,3705,1,1,66,1,3,511440,36,2HSFLALN3XC0,84,881,1999,0
